AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A710896,,2015-08-30 09:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black/White
A707408,Milhouse,2015-07-31 19:02:00,Adoption,,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan/White
A693391,Noodle,2015-02-01 17:07:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A719393,Latte,2016-02-08 14:47:00,Adoption,,Dog,Spayed Female,4 years,Black Mouth Cur/Staffordshire,Fawn
A682521,Bobbin,2014-07-07 12:42:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/Tan
A668637,Shiloh,2013-12-18 12:36:00,Transfer,Partner,Dog,Intact Female,1 year,German Shepherd Mix,Tan
A679655,,2014-05-24 15:31:00,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Orange
A712493,Iris,2015-12-05 15:45:00,Euthanasia,Suffering,Cat,Spayed Female,5 years,Domestic Longhair Mix,Black
A679956,Simon,2014-06-08 16:49:00,Return_to_owner,,Dog,Neutered Male,1 year,Anatol Shepherd,Fawn/Black
A687261,Gordo,2014-09-03 13:51:00,Transfer,Partner,Dog,Neutered Male,6 months,Miniature Schnauzer/Miniature Poodle,Cream
A702133,Bo,2015-05-21 17:37:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Blue
A670319,Rocco,2014-01-06 12:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Silver/Tan
A698813,Juliet,2015-03-29 14:44:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair/Dachshund,Tan
A717027,Donut,2015-12-13 17:04:00,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown Brindle
A671169,,2014-01-20 17:37:00,Euthanasia,Suffering,Cat,Intact Female,18 years,Domestic Longhair Mix,Tortie
A631824,Jasmine,2013-12-24 12:35:00,Adoption,Foster,Dog,Spayed Female,3 years,Miniature Poodle,White
A704257,Kiara,2015-06-09 17:08:00,Adoption,,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/White
A701473,Lily,2015-05-01 11:34:00,Return_to_owner,,Dog,Spayed Female,7 years,Toy Poodle Mix,White
A665023,Bear,2013-10-22 14:41:00,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Cream Tabby
A707390,Vanessa,2015-08-08 12:41:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A673506,Briggs,2014-03-09 08:05:00,Euthanasia,Behavior,Dog,Intact Male,3 years,Labrador Retriever Mix,Black
A704569,,2015-08-24 11:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A704584,,2015-06-06 16:21:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie
A719139,Vera,2016-02-03 00:00:00,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby
A695735,Ernie,2015-01-31 12:47:00,Return_to_owner,,Dog,Intact Male,2 years,Golden Retriever/Standard Poodle,White
A676883,Riley,2014-04-17 16:11:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A690736,,2014-10-25 13:23:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A681476,Skittles,2014-07-12 16:14:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby
A717679,Waldo,2016-02-11 12:10:00,Return_to_owner,,Dog,Neutered Male,1 year,Blue Lacy Mix,Brown Brindle/White
A665428,,2013-10-20 13:37:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A570436,Baxter,2015-06-03 16:07:00,Return_to_owner,,Dog,Neutered Male,14 years,Chihuahua Shorthair Mix,Buff
A716217,Hobo,2015-11-28 15:18:00,Transfer,Partner,Dog,Spayed Female,8 months,Australian Cattle Dog Mix,White/Tan
A682645,Onyx,2014-08-30 16:38:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A706415,,2015-06-28 16:44:00,Euthanasia,Suffering,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
A711570,Jasper,2015-09-15 11:27:00,Transfer,Partner,Dog,Neutered Male,3 years,American Bulldog/Great Pyrenees,White
A688252,Daisy,2014-09-27 14:40:00,Adoption,,Dog,Spayed Female,8 years,Pointer/Labrador Retriever,White/Black
A665688,Precious,2013-11-10 15:47:00,Adoption,,Dog,Spayed Female,7 months,Cairn Terrier,Buff
A668078,Lulu,2014-01-11 18:15:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A713404,Rascal,2015-10-07 11:54:00,Return_to_owner,,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Black/Tan
A310394,Carolina,2014-11-17 12:04:00,Return_to_owner,,Dog,Spayed Female,11 years,Chow Chow/Cardigan Welsh Corgi,Red/White
A678461,,2014-05-09 08:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A678811,Onyx,2014-05-26 18:04:00,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black
A705485,,2015-06-18 11:36:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Brown Tabby/Gray
A549282,Emmitt,2015-11-14 15:46:00,Adoption,,Dog,Neutered Male,6 years,Pit Bull,Brown Brindle/White
A535012,Negro,2014-09-08 11:56:00,Return_to_owner,,Dog,Neutered Male,7 years,Chow Chow Mix,Black
A700453,,2015-04-14 10:44:00,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Blue Tabby/White
A667155,,2013-11-18 15:56:00,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Calico
A686144,Hans,2014-08-24 14:23:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A685950,Jojo,2014-10-11 18:44:00,Adoption,,Dog,Neutered Male,9 months,Labrador Retriever Mix,Tan
A704423,Max,2015-08-03 00:00:00,Transfer,Partner,Dog,Neutered Male,3 years,Border Collie Mix,Black/White
A670226,Angel,2014-01-11 13:34:00,Transfer,Partner,Dog,Intact Female,10 years,Border Collie Mix,Black
A679185,,2014-05-17 13:29:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black
A714666,Sandy,2015-10-29 18:38:00,Return_to_owner,,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Tan/White
A674335,Estrella,2014-03-16 12:38:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Dachshund,Black/Tan
A697422,June,2015-03-04 11:19:00,Return_to_owner,,Dog,Spayed Female,3 years,American Bulldog,White/Brown Brindle
A688746,,2014-09-23 13:23:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A710075,Luna,2015-08-23 18:44:00,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd,Black/Brown
A671113,,2014-01-25 17:54:00,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Cream Tabby
A683639,,2014-07-25 16:46:00,Transfer,Partner,Cat,Intact Female,1 month,Siamese Mix,Lynx Point
A489464,Diamond,2015-11-15 17:56:00,Return_to_owner,,Dog,Spayed Female,8 years,Pit Bull/Labrador Retriever,Red/Black
A676021,,2014-04-03 15:47:00,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Black Tabby
A660791,Bonnie,2014-05-28 17:00:00,Return_to_owner,,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/Silver
A668600,Copper,2013-12-09 18:58:00,Return_to_owner,,Dog,Neutered Male,6 years,Australian Shepherd Mix,Blue Merle/White
A719770,Rusty,2016-01-29 11:12:00,Return_to_owner,,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tan
A668381,Garcia,2013-12-29 15:18:00,Transfer,Partner,Dog,Neutered Male,2 years,Chinese Sharpei Mix,Black
A639677,Spot,2014-03-10 18:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black
A695367,Chloe,2015-01-16 18:19:00,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow/White
A703403,Mustachio,2015-06-29 18:51:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A690263,,2014-10-17 10:06:00,Euthanasia,Suffering,Cat,Intact Male,3 years,Domestic Shorthair,Black
A672159,Allison,2014-03-29 12:17:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A716370,Bunk,2016-01-21 12:28:00,Adoption,Foster,Dog,Neutered Male,3 months,Boxer Mix,Black Brindle/White
A673218,Hazel,2014-02-28 18:29:00,Adoption,,Dog,Spayed Female,3 months,Border Collie Mix,White/Black
A718146,Nene,2015-12-22 15:21:00,Return_to_owner,,Dog,Neutered Male,5 years,Pug Mix,Black
A692367,,2014-11-25 13:38:00,Transfer,Partner,Dog,Spayed Female,5 years,Dachshund,Red
A692237,Sasha,2014-12-10 18:36:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A696571,Paisley,2015-02-12 14:59:00,Transfer,Partner,Dog,Spayed Female,6 months,Labrador Retriever Mix,Chocolate
A680900,Rocket,2014-06-13 17:15:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A676138,Sanders,2014-06-13 14:15:00,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow
A675422,Aladdin,2014-03-28 11:43:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A692968,Shanti,2014-12-27 18:40:00,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A668574,Reese,2014-01-05 16:18:00,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog/Pit Bull,Tricolor
A666622,Gigglez,2013-11-11 18:41:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A668753,Bruce,2013-12-14 19:10:00,Adoption,,Cat,Neutered Male,10 months,Maine Coon Mix,Brown Tabby
A706473,Niko,2015-07-03 17:26:00,Adoption,,Dog,Neutered Male,2 years,Shih Tzu Mix,Buff/Black
A667037,Dexter,2013-11-22 15:19:00,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever/Pit Bull,Brown Brindle/White
A671563,Monty,2014-04-19 11:27:00,Adoption,Foster,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby
A671494,,2014-01-29 18:40:00,Transfer,Partner,Dog,Intact Female,5 months,Great Pyrenees Mix,White
A718135,Tyler,2015-12-31 14:17:00,Return_to_owner,,Cat,Neutered Male,7 years,Domestic Longhair Mix,Orange Tabby/White
A696537,Goofy,2015-03-11 14:54:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan
A670784,Lucky,2014-10-23 18:14:00,Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,Black/White
A668160,,2013-11-28 15:14:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black
A675858,Avery,2014-04-05 17:25:00,Adoption,,Dog,Spayed Female,1 month,German Shepherd/Golden Retriever,Sable
A690881,Oscar,2014-11-01 16:08:00,Adoption,,Dog,Neutered Male,7 months,Border Terrier Mix,Silver/Tan
A714376,Izac,2015-12-09 10:57:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Orange Tabby
A663569,Franklin,2013-12-08 16:13:00,Adoption,Foster,Dog,Neutered Male,1 year,Shetland Sheepdog/Chihuahua Longhair,Tan/White
A692957,Sparkle,2014-11-29 14:54:00,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Tan
A668566,Gizmo,2013-12-13 10:54:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A666510,Jess,2013-11-13 13:51:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A684692,,2014-08-03 12:41:00,Transfer,Partner,Dog,Spayed Female,10 years,Miniature Schnauzer Mix,Gray/Tan
A683141,Barbara,2014-07-12 11:44:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A687599,Cai,2014-09-12 18:28:00,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,White/Brown
A695730,Bear,2015-01-30 15:39:00,Return_to_owner,,Dog,Neutered Male,6 years,Rottweiler/Australian Cattle Dog,Tricolor
A720288,Yabba,2016-02-08 18:02:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,White/Brown
A715752,Jenni,2016-01-12 10:09:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A686765,Mia,2014-09-06 11:33:00,Transfer,Partner,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Brown
A695340,Sunny,2015-02-15 14:05:00,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown
A720640,,2016-02-16 10:17:00,Transfer,SCRP,Cat,Unknown,,Domestic Shorthair Mix,Black Tabby/White
A691184,Dan,2015-05-03 13:00:00,Adoption,,Dog,Neutered Male,3 years,Swedish Vallhund Mix,Sable
A704261,Gidget,2015-06-07 19:18:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Yellow
A693497,Chuy,2014-12-13 13:26:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A693677,Vinny,2015-02-11 17:21:00,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Black
A706094,,2015-06-25 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby/White
A693253,Charlie,2014-12-24 15:15:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull/Rottweiler,Tricolor/Black
A692909,Zana,2014-11-28 18:23:00,Euthanasia,Aggressive,Dog,Spayed Female,1 year,Pit Bull Mix,Brown
A658388,Max,2016-01-09 13:42:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A681091,Milburn,2014-06-19 14:34:00,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A670480,Emmie,2014-01-20 14:32:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Blue Smoke/Brown
A705346,Harry,2015-07-29 12:27:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A704125,Lexie,2015-06-10 16:54:00,Return_to_owner,,Dog,Spayed Female,6 years,American Staffordshire Terrier Mix,Tan/White
A691863,,2014-11-15 19:13:00,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan/White
A673492,White Snake,2014-03-04 11:48:00,Adoption,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,White
A696485,Imelda,2015-02-12 14:42:00,Adoption,,Dog,Spayed Female,9 months,Blue Lacy Mix,Blue/White
A680306,Handlebar,2014-08-10 17:41:00,Adoption,Offsite,Dog,Neutered Male,2 months,Australian Kelpie Mix,Sable
A703065,Betty,2015-08-15 15:04:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie/White
A666825,Jesse,2013-11-08 13:24:00,Return_to_owner,,Dog,Neutered Male,5 years,Collie Smooth/German Shepherd,Brown/Black
A681851,Guera,2014-06-26 08:59:00,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A702174,,2015-07-28 10:00:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black
A679484,,2014-05-24 17:20:00,Transfer,Partner,Dog,Intact Female,2 months,Australian Cattle Dog Mix,White/Tan
A689410,Sasha,2014-11-02 13:22:00,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Tan/Black
A679313,Ellie,2014-05-30 11:13:00,Return_to_owner,,Dog,Intact Female,3 years,Pit Bull/American Bulldog,Black/White
A678143,Dolce,2014-05-04 16:53:00,Return_to_owner,,Dog,Spayed Female,4 years,Labrador Retriever/Australian Cattle Dog,Black/White
A695438,Ginger,2015-02-02 16:30:00,Adoption,,Dog,Spayed Female,3 years,Australian Kelpie Mix,Red/Tan
A676439,,2014-04-10 11:39:00,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Blue Tabby
A701879,Puma,2016-02-08 12:29:00,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A678283,Flo,2014-05-15 12:20:00,Transfer,Partner,Dog,Spayed Female,12 years,Miniature Poodle Mix,Gray
A704379,Alex,2015-06-08 17:05:00,Adoption,,Dog,Neutered Male,10 months,Tibetan Terrier/Lhasa Apso,Black/White
A713334,Bug,2015-10-12 12:19:00,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tan
A667311,Promise,2013-11-19 18:30:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Yellow
A673515,Charlie,2014-03-03 16:07:00,Adoption,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Brown Brindle/White
A719199,,2016-01-20 19:01:00,Transfer,SCRP,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Blue
A676912,,2014-04-17 09:36:00,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Longhair Mix,Tortie
A668654,Elvis,2015-10-07 11:09:00,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tricolor
A684404,Winston,2015-11-22 19:20:00,Adoption,,Dog,Neutered Male,5 years,Border Collie Mix,Tricolor
A704264,Sophie,2015-06-25 17:50:00,Euthanasia,Aggressive,Dog,Intact Female,5 years,Pit Bull Mix,White/Brown
A646733,Achilles,2014-04-19 18:40:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A712306,Sky,2015-10-18 19:01:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Black
A691419,Dolly,2014-11-20 11:45:00,Return_to_owner,,Dog,Spayed Female,7 years,Toy Poodle Mix,White
A673367,Smokey,2014-02-24 17:07:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Tan
A679081,Khaleesi,2014-05-24 12:19:00,Adoption,,Cat,Spayed Female,2 months,Snowshoe Mix,Calico Point
A707479,Butters,2015-07-30 13:27:00,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair,Brown
A720549,Angie,2016-02-12 17:17:00,Return_to_owner,,Dog,Intact Female,1 year,Pit Bull,Brown Brindle/White
A671923,Gus,2014-02-06 12:19:00,Transfer,Partner,Cat,Neutered Male,9 years,Maine Coon,Brown Tabby
A698699,Pearl,2015-03-21 13:12:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A709998,Suey,2015-08-31 11:57:00,Transfer,Partner,Dog,Intact Male,4 months,Labrador Retriever Mix,Tan
A718504,,2016-01-06 16:36:00,Transfer,Partner,Dog,Intact Female,8 months,Labrador Retriever Mix,White/Brown
A590637,Max,2015-06-06 19:06:00,Adoption,,Dog,Neutered Male,5 years,German Shepherd Mix,Tan/White
A698827,Sidney,2015-03-24 12:30:00,Adoption,,Dog,Neutered Male,5 months,Dachshund/Chihuahua Shorthair,Red
A714760,,2015-10-28 09:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Medium Hair Mix,Brown Tabby/White
A609229,Lucy,2015-04-30 14:41:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A701716,,2015-05-04 13:44:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue
A682023,Teddy,2014-08-08 13:50:00,Adoption,,Dog,Neutered Male,5 years,Australian Kelpie,Black/White
A706570,,2015-07-03 13:58:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A674971,Aya,2014-04-01 08:28:00,Return_to_owner,,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/Red
A715304,Baby,2015-11-04 11:33:00,Return_to_owner,,Dog,Intact Female,8 months,Australian Cattle Dog Mix,Blue Merle
A699149,Goliath,2015-05-11 17:34:00,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,White/Blue Tabby
A673496,,2014-03-03 15:36:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby/White
A688262,,2014-11-15 17:29:00,Adoption,Foster,Dog,Neutered Male,1 month,Cairn Terrier Mix,Sable/White
A673594,Denali,2014-03-09 18:47:00,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Black
A694124,Logan,2014-12-31 13:20:00,Transfer,Partner,Dog,Neutered Male,10 years,Australian Shepherd Mix,Black/Brown
A682082,,2014-06-24 14:13:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A704407,Truffle,2015-07-18 17:24:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A709478,Larry,2015-08-11 15:53:00,Euthanasia,Suffering,Dog,Intact Male,6 months,Chihuahua Shorthair Mix,Tan
A684752,Liam,2014-11-23 16:53:00,Euthanasia,Behavior,Dog,Neutered Male,2 years,German Shepherd,Black/Tan
A713771,Roxie,2015-10-16 19:03:00,Adoption,,Dog,Spayed Female,10 months,Boxer Mix,Fawn/White
A700424,,2015-04-14 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A690894,,2014-10-27 18:02:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue
A705123,Riley,2015-06-24 11:20:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A712336,Azucar,2015-09-25 18:40:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan
A711541,Kyba,2015-09-08 18:15:00,Return_to_owner,,Dog,Neutered Male,10 years,Labrador Retriever Mix,Yellow/White
A682367,Athena,2014-06-28 11:08:00,Return_to_owner,,Dog,Intact Female,5 years,English Bulldog Mix,Brown/White
A691939,Julie,2014-12-06 14:19:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Pointer,Black/White
A713635,Lena,2015-10-13 16:21:00,Return_to_owner,,Dog,Spayed Female,3 years,Great Dane Mix,Brown
A687438,Franklin,2014-10-12 17:03:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A684215,,2014-07-23 14:39:00,Transfer,Partner,Cat,Intact Female,5 weeks,Domestic Medium Hair,Tortie/White
A702511,Mika,2015-05-26 15:25:00,Adoption,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Brown
A565044,Bailey,2015-07-23 14:30:00,Adoption,,Dog,Spayed Female,6 years,Boxer Mix,Brown Brindle
A705678,Nala,2015-07-08 17:20:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Cream Tabby
A672131,Kona,2014-02-10 15:51:00,Adoption,,Dog,Neutered Male,1 year,Miniature Pinscher/Chihuahua Shorthair,Black/Brown
A680477,Fran,2014-06-06 14:32:00,Transfer,Partner,Dog,Spayed Female,1 year,Boxer Mix,Red
A674314,Fred,2014-03-16 18:36:00,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Orange Tabby
A718720,,2016-01-11 19:33:00,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Calico/White
A667084,Jelly,2013-12-06 16:12:00,Transfer,Partner,Dog,Spayed Female,6 months,Pit Bull Mix,White/Tan
A675650,Pablo,2014-04-11 17:53:00,Transfer,Partner,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,Red/White
A704438,Cedric,2015-06-05 15:51:00,Return_to_owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan
A688067,,2014-09-15 09:00:00,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Torbie
A684925,,2014-08-10 18:11:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A704700,Tom,2015-06-08 13:46:00,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black
A668045,Benny,2013-12-01 15:34:00,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,Buff
A712672,Chelsea,2015-10-07 13:01:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Orange Tabby
A712206,Dexter,2015-09-20 09:00:00,Transfer,SCRP,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby/White
A704953,Zafira,2016-01-19 13:46:00,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Chocolate/White
A702571,Ranger,2015-05-16 13:54:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Black/Brown
A653434,Sprite,2014-01-08 15:02:00,Return_to_owner,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A699619,Buttercup,2015-04-01 16:27:00,Return_to_owner,,Dog,Spayed Female,4 years,Toy Poodle Mix,White
A677570,,2014-04-26 15:25:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair Mix,Brown Tabby/White
A717671,Baby,2015-12-15 18:20:00,Return_to_owner,,Dog,Intact Male,13 years,Toy Poodle Mix,Gray/White
A674937,,2014-03-24 10:54:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A715105,Lonnie,2015-11-23 14:03:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black
A676242,,2014-04-06 17:10:00,Euthanasia,Suffering,Cat,Intact Female,3 years,Domestic Shorthair Mix,Black/White
A687791,Millie,2014-09-17 15:45:00,Transfer,Partner,Dog,Intact Female,1 year,Dachshund,Brown Brindle/White
A679352,Bobby,2014-05-25 13:31:00,Adoption,,Cat,Neutered Male,3 months,Snowshoe Mix,Seal Point
A696404,,2015-02-09 13:39:00,Transfer,Partner,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Brown
A708085,,2015-07-23 09:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A678199,Bean,2014-06-14 14:33:00,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Longhair Mix,Black
A669971,Gracie,2015-02-23 17:55:00,Adoption,Foster,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red Merle/White
A371102,Ceballo,2015-08-03 12:19:00,Return_to_owner,,Dog,Neutered Male,13 years,Bullmastiff Mix,Black/White
A665159,Skipper,2013-10-15 17:43:00,Return_to_owner,,Dog,Neutered Male,3 years,German Shepherd Mix,Sable
A716126,,2015-11-18 19:33:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A699142,Sierra,2015-05-04 16:50:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A668392,Kora,2013-12-07 12:29:00,Adoption,,Dog,Intact Female,2 months,Australian Shepherd Mix,Blue Merle/White
A683132,Chowda,2014-07-10 17:03:00,Return_to_owner,,Dog,Spayed Female,3 years,Chow Chow,Brown
A701197,,2015-04-25 13:35:00,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Tortie
A718024,Snickerdood,2016-01-02 18:11:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
